id,total_tweets,covid_tweets,is_covid,covid_pct,covid,non_covid,covid_group
419,124,16.0,True,0.12903225806451613,1,0,vrlo_rijetko
420,31,4.0,True,0.12903225806451613,1,0,vrlo_rijetko
421,62,8.0,True,0.12903225806451613,1,0,vrlo_rijetko
422,163,21.0,True,0.12883435582822084,1,0,vrlo_rijetko
423,132,17.0,True,0.12878787878787878,1,0,vrlo_rijetko
424,39,5.0,True,0.1282051282051282,1,0,vrlo_rijetko
425,39,5.0,True,0.1282051282051282,1,0,vrlo_rijetko
426,141,18.0,True,0.1276595744680851,1,0,vrlo_rijetko
427,212,27.0,True,0.12735849056603776,1,0,vrlo_rijetko
428,55,7.0,True,0.12727272727272726,1,0,vrlo_rijetko
429,63,8.0,True,0.12698412698412698,1,0,vrlo_rijetko
430,395,50.0,True,0.12658227848101267,1,0,vrlo_rijetko
431,79,10.0,True,0.12658227848101267,1,0,vrlo_rijetko
432,333,42.0,True,0.12612612612612611,1,0,vrlo_rijetko
433,238,30.0,True,0.12605042016806722,1,0,vrlo_rijetko
434,373,47.0,True,0.1260053619302949,1,0,vrlo_rijetko
435,501,63.0,True,0.12574850299401194,1,0,vrlo_rijetko
436,191,24.0,True,0.1256544502617801,1,0,vrlo_rijetko
437,8,1.0,True,0.125,1,0,vrlo_rijetko
438,8,1.0,True,0.125,1,0,vrlo_rijetko
439,8,1.0,True,0.125,1,0,vrlo_rijetko
440,16,2.0,True,0.125,1,0,vrlo_rijetko
441,8,1.0,True,0.125,1,0,vrlo_rijetko
442,16,2.0,True,0.125,1,0,vrlo_rijetko
443,8,1.0,True,0.125,1,0,vrlo_rijetko
444,8,1.0,True,0.125,1,0,vrlo_rijetko
445,8,1.0,True,0.125,1,0,vrlo_rijetko
446,72,9.0,True,0.125,1,0,vrlo_rijetko
447,16,2.0,True,0.125,1,0,vrlo_rijetko
448,8,1.0,True,0.125,1,0,vrlo_rijetko
449,8,1.0,True,0.125,1,0,vrlo_rijetko
450,96,12.0,True,0.125,1,0,vrlo_rijetko
451,8,1.0,True,0.125,1,0,vrlo_rijetko
452,16,2.0,True,0.125,1,0,vrlo_rijetko
453,24,3.0,True,0.125,1,0,vrlo_rijetko
454,8,1.0,True,0.125,1,0,vrlo_rijetko
455,32,4.0,True,0.125,1,0,vrlo_rijetko
456,32,4.0,True,0.125,1,0,vrlo_rijetko
457,32,4.0,True,0.125,1,0,vrlo_rijetko
459,24,3.0,True,0.125,1,0,vrlo_rijetko
460,8,1.0,True,0.125,1,0,vrlo_rijetko
461,48,6.0,True,0.125,1,0,vrlo_rijetko
462,8,1.0,True,0.125,1,0,vrlo_rijetko
463,16,2.0,True,0.125,1,0,vrlo_rijetko
464,8,1.0,True,0.125,1,0,vrlo_rijetko
465,8,1.0,True,0.125,1,0,vrlo_rijetko
466,96,12.0,True,0.125,1,0,vrlo_rijetko
467,48,6.0,True,0.125,1,0,vrlo_rijetko
468,104,13.0,True,0.125,1,0,vrlo_rijetko
469,122,15.0,True,0.12295081967213115,1,0,vrlo_rijetko
470,228,28.0,True,0.12280701754385966,1,0,vrlo_rijetko
